Name,Instructors,URL,Imgs,Reviews,Alumns,Description
Futures Thinking,Institute for the Future,https://www.coursera.org/specializations/futures-thinking,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/09/6e952d409c49699d5975c5c5ab16ea/Starry-Sky-600x600.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,1400.0,19754,"Do you want to think about the future with more creativity and optimism? Do you want to see what’s coming faster, so you can be better prepared for disruptions and more in control of your future? Do you want to get better at changing what’s possible today – in your company, your industry, your community, and in your own life?This Specialization will introduce you to the practice of futures thinking, as developed and applied for the past 50 years by the Institute for the Future, a Silicon-Valley-based research and learning group founded in 1968. You’ll master essential foresight techniques. You’ll meet leading professional futurists. And you’ll choose one or more future topics you want to investigate with your new foresight skills.The Futures Thinking specialization is for anyone who wants to spot opportunities for innovation and invention faster. You can gain the skills and confidence to help YOU become someone who makes the future, instead of letting the future happen to you.  You'll develop a more future-oriented mindset to make positive changes in your own life, as you start to see new possibilities more clearly and craft the personal future you want.This specialization is based on the “How to Think Like a Futurist” workshops taught by Jane McGonigal, PhD for Stanford University Continuing Studies. By taking this specialization, you'll have access to key lessons and tools from the Institute for the Future’s professional “Foresight Training” certification program."
Supply Chain Analytics,Rutgers the State University of New Jersey,https://www.coursera.org/specializations/supply-chain-analytics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/03/2333cdeaee491e90d69b73f260292f/course-logo3.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,1800.0,24059,"This Specialization is intended for people seeking to integrate supply chain management with data analytics. Through five courses, you will discover and solve problems in various domains of a supply chain, from source, make, move to sell. Upon completion, you will learn concrete data analytics skills and tools to improve supply chain performance.Supply Chain Analytics Essentials: Supply chain pain points and how analytics may relieve them, job opportunities and intelligence.Business intelligence and Competitive Analysis: Use data analytics to assess the competitive environment and discover business problems and opportunities.  Demand Analytics: Data analytics for demand forecasting and planning.Inventory Analytics: Discover and solve inventory problems - an essential part of Sales & Operations Planning.Supply Chain Analytics: Use analytics to design logistics strategies for a large-scale distribution system."
Business English Communication Skills,University of Washington,https://www.coursera.org/specializations/business-english,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/6e/ecb6c0affa11e5bfec591131c93482/SpecializationImg_600x600.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,4200.0,116185,"This Specialization is designed to teach you to communicate effectively in English in professional contexts. You will expand your English vocabulary, improve your ability to write and speak in English in both social and professional interactions, and learn terminology and skills that you can apply to business negotiations, telephone conversations, written reports and emails, and professional presentations."
Music Business,Berklee,https://www.coursera.org/specializations/music-business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/68/8372d0644b11e8b319754b9cfce57d/img_3631_15094495698_o.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,3100.0,14329,"This specialization will give you the knowledge, both theoretical and practical, to launch your career in the music business as an artist, manager, agent, and/or producer. You will begin with Music Business Foundations, which provides a broad overview of the music business, including a history of the industry as well as the various roles that exist and how they relate to one another. You will learn how record contracts are structured as well as a basic overview of copyright law. From there, you will complete Navigating the Music Business, designed for both musical artists and those who wish to work with artists. This course will help you identify the unique elements of artist identity and provide you with the practical business know-how you’ll need to build a fanbase and successfully run a crowdfunding campaign. Next, you will complete Copyright Law in the Music Business, which gets to the heart of compensation and revenue in the music business. You will have the opportunity to unpack high-profile copyright law cases involving world-renowned artists, gaining a better understanding of how to leverage the law to their benefit. Finally, you will complete Creativity and Entrepreneurship, in which you’ll learn what it takes to be an effective entrepreneur in the music business, learning skills that are essential for thriving in an ever-changing industry."
"Food Sustainability, Mindful Eating, and Healthy Cooking",Stanford University,https://www.coursera.org/specializations/food-sustainability-mindful-eating-healthy-cooking,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/87/e9980196d64523b72d4e7b250942b3/Specialization_Icon.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,308.0,4356,"This specialization is intended for anyone seeking to improve their health, protect our planet and build a stronger, more positive relationship with food. The courses aim to improve knowledge about the relationships between our health, our food, how our food is made, and our environment, while inspiring us to make decisions that will protect our health and the health of the environment. After completing the specialization a learner with no previous food, nutrition, sustainable, mindful eating, or cooking skills will be able to 1. evaluate contemporary food choices for their impact on both human health and planetary sustainability, 2. achieve stepwise personal behavior change towards healthier, more sustainable eating, 3. prepare healthy, delicious meals using simple techniques and readily available ingredients, and 4. incorporate into their lives, the practice of food mindfulness, dietary moderation, varied meal composition and self-compassion with regard to their eating behaviors and food choices. Together, these skills and competencies will facilitate a lifelong, positive and health-promoting relationship with food for each individual learner and for their loved ones.Special thanks to: Lucas Oliver Oswald, Desiree Labeaud, Christopher Gardner, William Bottini, Sejal Parekh, Arielle Wenokur, Janine Van Schoor, Ann Doerr, Bonnie Maldonado, Perry Pickert and the fantastic team at Friday Films."
Algorithms for Battery Management Systems,University of Colorado Boulder,https://www.coursera.org/specializations/algorithms-for-battery-management-systems,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0e/3a17d0431211e7997403f08648ab8e/Specialization-Icon.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,2200.0,19131,"In this specialization, you will learn the major functions that must be performed by a battery management system, how lithium-ion battery cells work and how to model their behaviors mathematically, and how to write algorithms (computer methods) to estimate state-of-charge, state-of-health, remaining energy, and available power, and how to balance cells in a battery pack. "
Robotic Process Automation (RPA),UiPath,https://www.coursera.org/specializations/roboticprocessautomation,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/c7/8066a4ce9f41f4864d878f3800afb7/specialization_certification_logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,213.0,0,"The Robotic Process Automation (RPA) specialization offers comprehensive knowledge and professional-level skills focused on developing and deploying software robots. It starts with the basic concepts of Robotic Process Automation. It builds on these concepts and introduces key RPA Design and Development strategies and methodologies, specifically in the context of UiPath products. A student undergoing the course shall develop the competence to design and develop automation solutions for business processes. This specialization also prepares you for UiPath Certified Professional - UiRPA exam. 



"
Autonomous AI for Industry,"University of Washington, Microsoft",https://www.coursera.org/specializations/autonomous-ai-for-industry,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/82/f3908fa1534fc38af5845f7cf951cc/coursera-autonomous-ai-specialization-logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,28.0,0,"Artificial intelligence (AI) is embedded in our daily life, from predictive text on our smart devices to the GPS that helps us navigate to a destination. But AI has been slower to transform industries that deal in tangible objects, like manufacturing and transportation. Yet there's enormous potential: Businesses can generate over $460 billion in incremental profit by integrating AI practices into their business operations, according to research from Infosys Knowledge Institute. This means there's immense opportunity to implement a successful model in your business. And this program will show you how.This specialization offers a new approach to successfully using AI in industry — by applying machine teaching techniques to bring intelligence to autonomous systems and radically transforming and improving processes. Through machine teaching, subject matter experts in engineering and other disciplines infuse their skills and decision-making abilities, honed over years of experience, directly into the AI system. You’ll learn how to break a complex problem into individual skills and give your AI brain, the agent that powers your autonomous system, important clues about how to learn faster. By the end of the specialization, you’ll know how to build smarter, more agile control systems that can help your machinery and processes adapt in real time to changing conditions."
Learn English: Beginning Grammar,"University of California, Irvine",https://www.coursera.org/specializations/learn-english-beginning-grammar,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b3/2bd38784de46309754a8d7c41e9cc5/park-2.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,2200.0,29389,"This specialization is for those who want to study English grammar at the beginning level. Through the three courses in this specialization, you will learn the fundamental features of English grammar such as word forms, verb tenses, and question and answer formation so that you can start your English learning journey on the right path."
Dynamic Public Speaking,University of Washington,https://www.coursera.org/specializations/public-speaking,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2b/e6bbf064c711e6b40ae537a55e6713/iStock_11386354_LARGE_square.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,2300.0,64735,"Good speaking is your most enduring job skill. This four-course specialization will provide you with the instruction, experience, and practice to develop and deliver compelling presentations. Drawing from the established knowledge in communication, rhetoric, linguistics, and argumentation, each course balances proven ideas with lots of speech practice.The courses in this specializations should help speakers at all levels. If you are nervous about public speaking, this is for you! I have spent an entire career helping nervous novice speakers grow into confident communicators. We slowly work up specific skills that you can practice multiple times before putting together a longer speech. "
Six Sigma Green Belt,University System of Georgia,https://www.coursera.org/specializations/six-sigma-green-belt,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/00/c4a7d0671d11e786c7a32bf7f94fe3/GreenBeltSpecialization-Logo-600x600.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,3700.0,50864,"This specialization is for you if you are looking to learn more about the more advanced components of Six Sigma and Lean. Six Sigma skills are widely sought by employers both nationally and internationally. These skills have been proven to help improve business processes, performance, and quality assurance.In this specialization, you will learn proven principles and tools specific to six sigma and lean.This is a sequential, linear designed specialization that covers a more advanced level of content (at the ""green belt"" level) of Six Sigma and Lean. Yellow Belt knowledge is needed before advancing to Green Belt (which is the second specialization offered here on Coursera by the USG). Green Belt knowledge is needed before moving to a Black Belt.The proper sequence of this specialization is:Course #1 - Six Sigma and the Organization (Advanced)Course #2 - Six Sigma Advanced Define and Measure PhaseCourse #3 - Six Sigma Advanced Analyze PhaseCourse #4 - Six Sigma Advanced Improve and Control PhaseAt the end of Course #4 (Six Sigma Advanced Improve and Control Phase), there is a peer-reviewed, capstone project. Successful completion of this project is necessary for full completion of this specialization.It should be noted that completing either the Yellow Belt or Green Belt Specializations does not give the learner ""professional accreditation"" in Six Sigma, but should assist in better preparation for such professional accreditation testing."
Game Design: Art and Concepts,California Institute of the Arts,https://www.coursera.org/specializations/game-design,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/CalArts_GameDesign_PartnerProvided.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,3600.0,35604,"Stemming from the principles of storytelling and design established in CalArts’ renowned Animation programs, this Specialization lays a primary foundation for experimentation and exploration of video game design, story, character development, and winning gameplay before programming begins. These four courses emphasize the self-reliance and personal expression of the gaming artist, and encourage you to take conceptual risks and develop new modes of expression and form through gaming. In the final Capstone Project, you’ll put your creative skills to work by generating an engaging game design document for a personal game project, outlining the conceptual, narrative and aesthetic elements of your game."
Transforming the Fashion Business,"Parsons School of Design, The New School",https://www.coursera.org/specializations/transforming-fashion-business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b7/9f79cc1a52443d8ebcda8e93f16513/20170516_MFA_Fashion_Design_037-1-.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,316.0,7483,"In this specialization, you will analyze the fashion business and how it must evolve into a more inclusive, diverse, and equitable manifestation of itself. You’ll explore the “slow fashion” movement, the historical underpinnings of the current fashion system, and imperatives for a more holistic, sustainable future. You’ll look at the design process from the perspective of analytical and statistical trend forecasting and how to bring new strategies and technologies into your design approach, all while maintaining an awareness of social movements and cultural shifts. And finally, you’ll learn how fashion retail can create memorable, immersive, and innovative experiences that help you and your brand stay relevant in an age of increasing competition and shifting consumer models. The courses in this specialization bring together a dynamic group of Parsons faculty and leading industry experts who will share their real world experiences and guide you through the knowledge you need to advance your career."
Software Design and Architecture,University of Alberta,https://www.coursera.org/specializations/software-design-architecture,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/42/b45be076f911e7a3133714ebc885f2/SDALogo-newOption.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,3400.0,57604,"In the Software Design and Architecture Specialization, you will learn how to apply design principles, patterns, and architectures to create reusable and flexible software applications and systems. You will learn how to express and document the design and architecture of a software system using a visual notation.Practical examples and opportunities to apply your knowledge will help you develop employable skills and relevant expertise in the software industry."
Cancer Biology,Johns Hopkins University,https://www.coursera.org/specializations/cancer-biology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/d1/461b4119c94cb7b00771a75aac5b6c/Beta-Tester-Signup-10---Beta-Tester-Signup-10.jpeg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,8600.0,13147,"The healthcare system is a rapidly evolving field with new research leading to advancements in
medicine. Developed at Johns Hopkins University and led by top-ranked Hopkins faculty and
cancer experts, this specialization on Cancer Biology focuses on the basics of cancer biology,
how cancer metastasis occurs, and specifically, screening guidelines for prostate cancer, the
most common cancer in American men.
This specialization starts with an Introduction to the Biology of Cancer, introduces the molecular
biology of cancer and the biologic hallmarks of cancer. The course also describes the risk
factors for the major cancers worldwide, including lung cancer, breast cancer, colon cancer,
prostate cancer, liver cancer, and stomach cancer. Experts at Johns Hopkins University explain
how cancer is staged, the major ways cancer is found by imaging, and how the major cancers
are treated.
The specialization takes a deeper dive in Understanding Cancer Metastasis, explaining how
cancer spreads or metastasizes. This course will describe the major theories of metastasis and
then describe the biology behind the steps in metastasis. The course also describes the major
organs targeted by metastasis and describes how metastases harm the patient.
Lastly, it focuses on Understanding Prostate Cancer, providing you with the tools to examine the
incidence of prostate cancer, including risk factors, stages, and treatments at each stage."
Self-Driving Cars,University of Toronto,https://www.coursera.org/specializations/self-driving-cars,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0b/00f660ff2711e894ad2b29dd9795be/self-driving-car.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,3200.0,63651,"Be at the forefront of the autonomous driving industry. With market researchers predicting a $42-billion market and more than 20 million self-driving cars on the road by 2025, the next big job boom is right around the corner.This Specialization gives you a comprehensive understanding of state-of-the-art engineering practices used in the self-driving car industry. You'll get to interact with real data sets from an autonomous vehicle (AV)―all through hands-on projects using the open source simulator CARLA.Throughout your courses, you’ll hear from industry experts who work at companies like Oxbotica and Zoox as they share insights about autonomous technology and how that is powering job growth within the field.You’ll learn from a highly realistic driving environment that features 3D pedestrian modelling and environmental conditions. When you complete the Specialization successfully, you’ll be able to build your own self-driving software stack and be ready to apply for jobs in the autonomous vehicle industry.It is recommended that you have some background in linear algebra, probability, statistics, calculus, physics, control theory, and Python programming. You will need these specifications in order to effectively run the CARLA simulator: Windows 7 64-bit (or later) or Ubuntu 16.04 (or later), Quad-core Intel or AMD processor (2.5 GHz or faster), NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher, 8 GB RAM, and OpenGL 3 or greater (for Linux computers)."
Become an EMT,University of Colorado System,https://www.coursera.org/specializations/become-an-emt,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/23/1fd620cb3e11e89a9749ff7d266fb2/EMT-Specialization-Logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,2100.0,30991,"Health care is an exciting and ever growing profession that can take you many different directions. You can apply the fundamentals you learn here about emergent patient care, stabilization, and disease processes toward becoming an EMT or further health care pursuits. In this specialization you will learn to care for stable and unstable patients before they get to a hospital, how to identify time sensitive diseases, and medical and traumatic conditions that affect both adults and pediatric patients.Course 1 ensures you can assess a scene and prepare to provide care, understand the framework for patient assessment, history of emergency medical services, and the personal requirements to be an EMT. Course 2 addresses airway, breathing and circulation, medications and medication administration that EMTs are allowed to provide, and how to identify a patient having a stroke or diabetic emergency. Course 3 covers skills related to high performance CPR or cardiopulmonary resuscitation, toxicology, and wilderness emergency medicine. Course 4 offers skills for trauma emergencies and Course 5 focuses pregnancy, infants and pediatrics.Essential skills are demonstrated throughout the specialization. Finally, apply the course materials to real patient scenarios in the Capstone to help prepare you for national registry testing. For more information regarding educational requirements for licensure in U.S. states or U.S. territories see FAQ below."
Data Science Foundations: Data Structures and Algorithms,University of Colorado Boulder,https://www.coursera.org/specializations/boulder-data-structures-algorithms,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b0/73c42fb4f443b0a802d5bed01add87/1325192.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,279.0,12274,"Building fast and highly performant data science applications requires an intimate knowledge of how data can be organized in a computer and how to efficiently perform operations such as sorting, searching, and indexing. This course will teach the fundamentals of data structures and algorithms with a focus on data science applications. This specialization is targeted towards learners who are broadly interested in programming applications that process large amounts of data (expertise in data science is not required), and are familiar with the basics of programming in python. We will learn about various data structures including arrays, hash-tables, heaps, trees and graphs along with algorithms including sorting, searching, traversal and shortest path algorithms. The courses in this specialization can be taken for academic credit as part of CU Boulder’s Master of Science in Data Science (MS-DS) degree offered on the Coursera platform. The MS-DS is an interdisciplinary degree that brings together faculty from CU Boulder’s departments of Applied Mathematics, Computer Science, Information Science, and others. With performance-based admissions and no application process, the MS-DS is ideal for individuals with a broad range of undergraduate education and/or professional experience in computer science, information science, mathematics, and statistics. Learn more about the MS-DS program at https://www.coursera.org/degrees/master-of-science-data-science-boulder."
Web Applications for Everybody,University of Michigan,https://www.coursera.org/specializations/web-applications,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/88/dc5c5094d411e7b4b66f7a7a1060c7/WA4E_mainimage_coloronly2.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,8500.0,101539,"This Specialization is an introduction to building web applications for anybody who already has a basic understanding of responsive web design with JavaScript,  HTML, and CSS. Web Applications for Everybody is your introduction to web application development. You will develop web and database applications in PHP, using SQL for database creation, as well as functionality in JavaScript, jQuery, and JSON.Over the course of this Specialization, you will create several web apps to add to your developer portfolio. This Specialization (and its prerequisites) will prepare you, even if you have little to no experience in programming or technology, for entry level web developer jobs in PHP.You’ll demonstrate basic concepts, like database design, while working on assignments that require the development of increasing challenging web apps. From installing a text editor to understanding how a web browser interacts with a web server to handling events with JQuery, you’ll gain a complete introductory overview of web application development."
Neuroscience and Neuroimaging,Johns Hopkins University,https://www.coursera.org/specializations/computational-neuroscience,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ae/6a396ddcee4fe9b4d027d13235e7d1/fmri1.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,2900.0,14313,"This specialization combines the strength of 4 different neuroscience courses into a cohesive learning experience.  Taught by Johns Hopkins University, it begins with fundamental neuroscience concepts for neuroimaging. Neuroimaging methods are used with increasing frequency in clinical practice and basic research. Starting with the neuroanatomy of the brain, it then moves into principles of neuroimaging, including experimental design in neuroimaging, functional connectivity MRI, diffusion tensor imaging and spectroscopy imaging.The specialization then continues with two courses that focus on Functional Magnetic Resonance Imaging, one of the most widely used techniques for investigating the living, functioning human brain as people perform tasks and experience mental states, and a convergence point for multidisciplinary work. To conclude, the specialization moves into implementation of neurohacking using the R programming language, with the associated packages to perform data manipulation, processing, and analysis of neuroimaging data, using publicly available structural MRI."
(ISC)² Systems Security Certified Practitioner (SSCP),(ISC)²,https://www.coursera.org/specializations/sscp-training,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/57/981f90ba8a11e78e9c5112f5be0b07/sscp-logo-600x600.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,392.0,2991,"Pursue better IT security job opportunities and prove knowledge with confidence. The SSCP Professional Training Certificate shows employers you have the IT security foundation to defend against cyber attacks – and puts you on a clear path to earning SSCP certification.Learn on your own schedule with 120-day access to content aligned with the latest (ISC)2 SSCP exam domains. We’re offering the complete online self-paced program for only $1,000 – a $200 savings when you get all domains bundled together.3 Steps to Career Advancement 1.  Register for the course 2.  Gain access for 120 days 3. Register and sit for the SSCP certification examUpon completing the SSCP Professional Certificate, you will:1.  Complete six courses of preparing you to sit for the Systems Security Certified Practitioner (SSCP) certification exam as outlined below.Course 1 - Access ControlsCourse 2 - Security Operations and AdministrationCourse 3 - Risk Identification, Monitoring, and Analysis/Incident Response and RecoveryCourse 4 - CryptographyCourse 5 - Network and Communication SecurityCourse 6 - Systems and Application Security2. Receive a certificate of program completion.3. Understand how to implement, monitor and administer an organization’s IT infrastructure in accordance with security policies and procedures that ensure data confidentiality, integrity and availability."
Excel/VBA for Creative Problem Solving,University of Colorado Boulder,https://www.coursera.org/specializations/excel-vba-creative-problem-solving,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0a/eac6b041b311e8843f75a0c5f9375b/apple-1850613__480.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,4400.0,58512,"This Specialization is for learners wishing to dramatically change the way that they use Excel spreadsheets by unleashing the power to automate and optimize spreadsheets using Visual Basic for Applications (VBA).  The first two courses will teach learners the basics of VBA through the use of dozens of educational screencasts and a series of quizzes and in-application programming assignments.  Finally, in Part 3 of the course, learners will complete 3 ""real world"" and somewhat open ended projects, which are graded through peer review."
Omnichannel Retail Strategy,University of Pennsylvania,https://www.coursera.org/specializations/wharton-retail-strategy,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/51/69e6c199224b458ade93abb893d650/omniChannelRetail_specialization_coursera-1-.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,221.0,3489,"This Specialization provides learners with insight about operating in a transformed retail industry. You'll learn how to navigate the disruption in retail marketing caused by COVID-19 and to develop a framework to create a competitive strategy that focuses on a new customer-centric approach to marketing. You'll also learn the fundamentals of human capital management, with a focus on the retail industry, and do a deep dive into some of the practices that drive organizational success. Finally, you will review supply chain fundamentals, concentrating on the impact that the digital transformation has had on the retail industry. In utilizing meaningful retail analytics, you will learn how to generate value for retailers and their supply chains. By the end of this Specialization, you will be able to form a strategy for selling your organization's retail product while retaining internal talent and adopting a forward-thinking and iterative approach to maintaining success in the future."
Creating Business Value with Data and Looker,Google Cloud,https://www.coursera.org/specializations/creating-business-value-with-data-and-looker,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/72/1f024de8854d8eb697d72a6dc021c6/Data_Modelling_Dev_Looker_ML_badge_1200x1200_03.jpeg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,877.0,3981,"This series of courses introduces data in the cloud and Looker to someone who would like to become a  Looker Developer.  It includes the background on how data is managed in the cloud and how it can be used to create value for an organization. You will then learn the skills you need as a Looker Developer to use the Looker Modeling Language (LookML) to empower your organization to conduct self-serve data exploration, analysis and visualization. "
Innovation: From Creativity to Entrepreneurship,University of Illinois at Urbana-Champaign,https://www.coursera.org/specializations/innovation-creativity-entrepreneurship,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/cd/4178caaf3c4ddfb07a6f47ec465d64/Gies-Square-Logo-from-MarCom.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,3000.0,28441,"In a world characterized by
volatility, uncertainty, complexity, and ambiguity, leaders require robust
innovation skills. Thinking flexibly and developing an entrepreneurial mindset
are critical to thriving in uncertain business environments. This specialization
addresses how to recognize and question assumptions and constraints to identify
and capitalize on opportunities. Learning to change the rules of the game by
creating innovative value propositions and discovering new market positions for
sustained competitive advantage are some of the actionable lessons in this
specialization. This
specialization will be of value to both aspiring and practicing entrepreneurs
as well as employees in established firms who are interested in becoming
innovative leaders in an interconnected world. This
specialization is part of Gies College of Business’ suite of online programs,
including the iMBA and iMSM. Learn more about admissions into the programs
and explore how your Coursera work can be leveraged if accepted into a degree
program here. "
Interaction Design,University of California San Diego,https://www.coursera.org/specializations/interaction-design,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/5f/3c0f20543c11e495a903128769b9a0/hci-large-icon-_600_.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,3900.0,58788,"You will learn how to design technologies that bring people joy, rather than frustration. You'll learn how to generate design ideas, techniques for quickly prototyping them, and how to use prototypes to get feedback from other stakeholders like your teammates, clients, and users. You'll also learn principles of visual design, perception, and cognition that inform effective interaction design."
Software Testing and Automation,University of Minnesota,https://www.coursera.org/specializations/software-testing-automation,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f1/8079a03cb711e7a0a7d9ae0ea29e46/code_with_success_error_pexels_CC0.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,626.0,42856,"This Specialization is intented for beginning to intermediate software developers seeking to develop knowledge and skill in implementing testing techniques and tools in the development of their projects. Through four courses, you will cover black-box and white-box testing, automated testing, web & mobile testing, and formal testing theory and techniques, which will prepare to you to plan and perform effective testing of your software."
Pricing Strategy Optimization,University of Virginia,https://www.coursera.org/specializations/uva-darden-bcg-pricing-strategy,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/59/3dd300f92c11e6ac048f745edbe06d/specialization-icon.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,835.0,14436,"In this Specialization, we show you techniques to increase price realization and maximize profits. Learn from Boston Consulting Group's global pricing experts and University of Virginia Darden School of Business faculty, who share the frameworks, tips and tools we use in our business and research environments. We will look at pricing through BCG's proprietary and time-tested three “lenses”—cost and economics, customer value, and competition—to build your understanding of the strategic power of pricing. You’ll leave the Specialization with a portfolio-building presentation that demonstrates your ability to price strategically."
Business Strategies for A Better World,University of Pennsylvania,https://www.coursera.org/specializations/wharton-global-business-strategy,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/eb/7b6960c98011e7b42a918e0a6871fa/BS_WhartonOnline_Program_Thumb3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,1700.0,13068,"You’re not just interested in making money.  You’re interested in making a difference in the world too.  Set your career and your business on the road to success by learning evidence-based strategies to achieve sustainable social impact:  profits with purpose.  This specialization was designed to give you the tools and strategies you need to create measurable social impact around the world – whether your impact goal is to create jobs, to reduce malnutrition, or to increase access to environmentally-friendly and affordable housing, or to make a positive difference in some other way.  In these four courses taught by acclaimed Wharton professors, you’ll learn how to apply effective business strategies to real-world problems through a deep understanding of the global practices and trends shaping the world today. By the end of this Specialization, you’ll be able to: ●	Lead, invest and make business decisions for social impact  ●	Analyze information about global trends to make more informed strategic business decisions ●	Understand the role of corruption in societies so you can make better business decisions ●	Develop, launch, test, and scale entrepreneurship projects which have high-potential of significant      positive social impact "
